epoch,lr,train_loss,train_acc,val_loss,val_acc
1,0.1,2.0852459344228107,18.88888888888889,1.9809732748031617,22.52
2,0.1,1.8605916057162815,28.388888887532552,1.8479666179656982,29.06
3,0.1,1.754731839964125,33.42444444037543,1.776615122795105,32.84
4,0.1,1.6634759958055285,37.61777777438694,1.624249053955078,39.76
5,0.1,1.5443418385399712,42.522222220865885,1.5298406806945801,44.6
6,0.1,1.4194319292280408,47.90666666327582,1.4367328720092774,47.08
7,0.1,1.3079714087380303,52.364444443766274,1.394511349105835,50.58
8,0.1,1.2004435359954835,56.659999993218314,1.201511596107483,57.2
9,0.1,1.1115269619199966,60.11999999593099,1.23991625828743,56.68
10,0.1,1.0322938421461316,63.24888888753255,1.5280224185943603,52.82
11,0.1,0.9634170756657918,65.82222221544053,1.1148401552677154,62.36
12,0.1,0.9096781702889336,67.866666668023,1.0910003637313843,63.84
13,0.1,0.8591619076304966,69.94888887939453,0.8847959899902343,68.42
14,0.1,0.8195895708190071,71.54666665988498,1.015159344291687,66.08
15,0.1,0.771033065255483,73.37111110026042,0.855162824344635,71.56
16,0.1,0.737185400835673,74.90666666259766,0.8733793287038804,70.84
17,0.1,0.6948958198865255,76.23555554470487,0.9087280450820923,69.86
18,0.1,0.6713236376232571,77.3466666571723,1.0479779302597045,65.64
19,0.1,0.6376858281241523,78.51333333062065,0.7954365465164185,73.14
20,0.1,0.6170757256295946,79.03999999186198,0.874780556678772,71.58
21,0.1,0.5906116999838087,80.32888887939453,0.7286640339851379,76.2
22,0.1,0.5653560892899832,80.91999999321831,1.0041561616897583,69.4
23,0.1,0.5466866606394449,81.57999999457465,0.6623922157764435,78.0
24,0.1,0.5203913545926412,82.49777777235244,0.6715594132184982,78.1
25,0.1,0.5198716917461819,82.65555554470487,0.7730885934829712,74.68
26,0.1,0.49631275075276693,83.50444443630643,0.6323994474172592,78.68
27,0.1,0.4782893557442559,84.01555555284288,0.6943646060228348,77.9
28,0.1,0.4695768105612861,84.26666666259766,0.6936119837284088,77.14
29,0.1,0.4490512435913086,85.12666665717231,0.6983613215446473,76.22
30,0.1,0.4473414629088508,85.13333333333334,0.5316021170139312,82.44
31,0.1,0.435360486820009,85.59999998914931,0.6383981666564942,79.08
32,0.1,0.4192563414785597,86.01111110568577,0.6415316959261894,78.94
33,0.1,0.41100886709425183,86.35111110839844,0.5221212554454804,82.58
34,0.1,0.4049159467697144,86.66888888617622,0.5798488311767578,81.44
35,0.1,0.3940960475921631,86.9822222140842,0.5097831511497497,83.4
36,0.1,0.38413117758433024,87.2155555501302,0.5705320040702819,81.94
37,0.1,0.3905983243942261,87.07111110975478,0.5490212468147277,82.82
38,0.1,0.3772482555654314,87.54666666666667,0.5780442869544029,80.4
39,0.1,0.3607729292233785,88.2111111070421,0.7409426301479339,77.08
40,0.1,0.36021904485490586,87.98666665852865,0.638989697933197,79.58
41,0.1,0.3556205467436049,88.21333333333334,0.489892378950119,83.82
42,0.1,0.35014113663037616,88.42222222086589,0.5316480764508248,82.74
43,0.1,0.3447224114259084,88.71777776828343,0.676906416130066,78.36
44,0.1,0.33065020995669897,89.07333332655165,0.46841318624019623,84.66
45,0.1,0.33012429783609176,89.08666666666667,0.4869462560892105,84.88
46,0.1,0.31979540259043376,89.40888888481987,0.45544881011247634,85.3
47,0.1,0.31485239867104425,89.51555555555555,0.5026289791107178,82.86
